descrip,seriesID,date,cpi-value
All Items,CUURA316SA0,February-1982,93.6
All Items,CUURA316SA0,April-1982,94.7
All Items,CUURA316SA0,June-1982,97.2
All Items,CUURA316SA0,August-1982,97.0
All Items,CUURA316SA0,October-1982,97.8
All Items,CUURA316SA0,December-1982,96.7
All Items,CUURA316SA0,February-1983,97.1
All Items,CUURA316SA0,April-1983,98.4
All Items,CUURA316SA0,June-1983,100.1
All Items,CUURA316SA0,August-1983,100.7
All Items,CUURA316SA0,October-1983,101.5
All Items,CUURA316SA0,December-1983,101.2
All Items,CUURA316SA0,February-1984,102.9
All Items,CUURA316SA0,April-1984,103.3
All Items,CUURA316SA0,June-1984,103.8
All Items,CUURA316SA0,August-1984,105.1
All Items,CUURA316SA0,October-1984,106.4
All Items,CUURA316SA0,December-1984,105.4
All Items,CUURA316SA0,February-1985,106.2
All Items,CUURA316SA0,April-1985,107.0
All Items,CUURA316SA0,June-1985,108.3
All Items,CUURA316SA0,August-1985,109.5
All Items,CUURA316SA0,October-1985,109.6
All Items,CUURA316SA0,December-1985,109.8
All Items,CUURA316SA0,February-1986,110.6
All Items,CUURA316SA0,April-1986,108.8
All Items,CUURA316SA0,June-1986,109.9
All Items,CUURA316SA0,August-1986,110.4
All Items,CUURA316SA0,October-1986,110.3
All Items,CUURA316SA0,December-1986,109.3
All Items,CUURA316SA0,February-1987,110.9
All Items,CUURA316SA0,April-1987,112.2
All Items,CUURA316SA0,June-1987,112.9
All Items,CUURA316SA0,August-1987,113.5
All Items,CUURA316SA0,October-1987,114.9
All Items,CUURA316SA0,December-1987,113.9
All Items,CUURA316SA0,February-1988,114.0
All Items,CUURA316SA0,April-1988,115.4
All Items,CUURA316SA0,June-1988,115.6
All Items,CUURA316SA0,August-1988,117.2
All Items,CUURA316SA0,October-1988,117.9
All Items,CUURA316SA0,December-1988,117.2
All Items,CUURA316SA0,February-1989,117.5
All Items,CUURA316SA0,April-1989,118.7
All Items,CUURA316SA0,June-1989,120.0
All Items,CUURA316SA0,August-1989,120.0
All Items,CUURA316SA0,October-1989,121.4
All Items,CUURA316SA0,December-1989,120.5
All Items,CUURA316SA0,February-1990,122.2
All Items,CUURA316SA0,April-1990,122.9
All Items,CUURA316SA0,June-1990,123.8
All Items,CUURA316SA0,August-1990,126.0
All Items,CUURA316SA0,October-1990,129.5
All Items,CUURA316SA0,December-1990,128.4
All Items,CUURA316SA0,February-1991,129.4
All Items,CUURA316SA0,April-1991,129.5
All Items,CUURA316SA0,June-1991,130.1
All Items,CUURA316SA0,August-1991,131.1
All Items,CUURA316SA0,October-1991,133.6
All Items,CUURA316SA0,December-1991,132.0
All Items,CUURA316SA0,February-1992,132.4
All Items,CUURA316SA0,April-1992,132.5
All Items,CUURA316SA0,June-1992,134.2
All Items,CUURA316SA0,August-1992,134.4
All Items,CUURA316SA0,October-1992,136.1
All Items,CUURA316SA0,December-1992,134.6
All Items,CUURA316SA0,February-1993,135.4
All Items,CUURA316SA0,April-1993,137.0
All Items,CUURA316SA0,June-1993,136.2
All Items,CUURA316SA0,August-1993,138.1
All Items,CUURA316SA0,October-1993,139.6
All Items,CUURA316SA0,December-1993,138.8
All Items,CUURA316SA0,February-1994,139.2
All Items,CUURA316SA0,April-1994,140.3
All Items,CUURA316SA0,June-1994,141.4
All Items,CUURA316SA0,August-1994,142.2
All Items,CUURA316SA0,October-1994,142.8
All Items,CUURA316SA0,December-1994,141.9
All Items,CUURA316SA0,February-1995,143.3
All Items,CUURA316SA0,April-1995,145.0
All Items,CUURA316SA0,June-1995,144.4
All Items,CUURA316SA0,August-1995,145.1
All Items,CUURA316SA0,October-1995,146.8
All Items,CUURA316SA0,December-1995,145.5
All Items,CUURA316SA0,February-1996,146.2
All Items,CUURA316SA0,April-1996,148.5
All Items,CUURA316SA0,June-1996,149.4
All Items,CUURA316SA0,August-1996,149.5
All Items,CUURA316SA0,October-1996,150.7
All Items,CUURA316SA0,December-1996,150.0
All Items,CUURA316SA0,February-1997,150.7
All Items,CUURA316SA0,April-1997,150.6
All Items,CUURA316SA0,June-1997,151.4
All Items,CUURA316SA0,August-1997,151.2
All Items,CUURA316SA0,October-1997,152.8
All Items,CUURA316SA0,December-1997,152.5
All Items,CUURA316SA0,January-1998,152.1
All Items,CUURA316SA0,March-1998,153.0
All Items,CUURA316SA0,May-1998,153.0
All Items,CUURA316SA0,July-1998,154.2
All Items,CUURA316SA0,September-1998,154.5
All Items,CUURA316SA0,November-1998,154.0
All Items,CUURA316SA0,January-1999,155.0
All Items,CUURA316SA0,March-1999,156.4
All Items,CUURA316SA0,May-1999,157.2
All Items,CUURA316SA0,July-1999,158.3
All Items,CUURA316SA0,September-1999,159.8
All Items,CUURA316SA0,November-1999,160.1
All Items,CUURA316SA0,January-2000,160.4
All Items,CUURA316SA0,March-2000,163.1
All Items,CUURA316SA0,May-2000,163.2
All Items,CUURA316SA0,July-2000,166.2
All Items,CUURA316SA0,September-2000,166.9
All Items,CUURA316SA0,November-2000,166.8
All Items,CUURA316SA0,January-2001,167.3
All Items,CUURA316SA0,March-2001,168.9
All Items,CUURA316SA0,May-2001,169.4
All Items,CUURA316SA0,July-2001,171.5
All Items,CUURA316SA0,September-2001,172.8
All Items,CUURA316SA0,November-2001,171.5
All Items,CUURA316SA0,January-2002,170.6
All Items,CUURA316SA0,March-2002,172.1
All Items,CUURA316SA0,May-2002,172.9
All Items,CUURA316SA0,July-2002,172.9
All Items,CUURA316SA0,September-2002,173.2
All Items,CUURA316SA0,November-2002,173.6
All Items,CUURA316SA0,January-2003,174.0
All Items,CUURA316SA0,March-2003,176.8
All Items,CUURA316SA0,May-2003,176.9
All Items,CUURA316SA0,July-2003,176.5
All Items,CUURA316SA0,September-2003,177.0
All Items,CUURA316SA0,November-2003,175.9
All Items,CUURA316SA0,January-2004,175.7
All Items,CUURA316SA0,March-2004,177.7
All Items,CUURA316SA0,May-2004,179.1
All Items,CUURA316SA0,July-2004,179.1
All Items,CUURA316SA0,September-2004,179.7
All Items,CUURA316SA0,November-2004,179.9
All Items,CUURA316SA0,January-2005,180.0
All Items,CUURA316SA0,March-2005,181.3
All Items,CUURA316SA0,May-2005,183.5
All Items,CUURA316SA0,July-2005,184.3
All Items,CUURA316SA0,September-2005,188.9
All Items,CUURA316SA0,November-2005,187.8
All Items,CUURA316SA0,January-2006,188.6
All Items,CUURA316SA0,March-2006,188.4
All Items,CUURA316SA0,May-2006,191.2
All Items,CUURA316SA0,July-2006,191.7
All Items,CUURA316SA0,September-2006,192.0
All Items,CUURA316SA0,November-2006,188.4
All Items,CUURA316SA0,January-2007,188.890
All Items,CUURA316SA0,March-2007,190.156
All Items,CUURA316SA0,May-2007,192.779
All Items,CUURA316SA0,July-2007,194.286
All Items,CUURA316SA0,September-2007,194.847
All Items,CUURA316SA0,November-2007,196.465
All Items,CUURA316SA0,January-2008,197.079
All Items,CUURA316SA0,March-2008,198.596
All Items,CUURA316SA0,May-2008,202.357
All Items,CUURA316SA0,July-2008,206.413
All Items,CUURA316SA0,September-2008,205.883
All Items,CUURA316SA0,November-2008,200.051
All Items,CUURA316SA0,January-2009,198.623
All Items,CUURA316SA0,March-2009,200.039
All Items,CUURA316SA0,May-2009,199.311
All Items,CUURA316SA0,July-2009,200.663
All Items,CUURA316SA0,September-2009,201.802
All Items,CUURA316SA0,November-2009,201.958
All Items,CUURA316SA0,January-2010,202.106
All Items,CUURA316SA0,March-2010,201.982
All Items,CUURA316SA0,May-2010,202.108
All Items,CUURA316SA0,July-2010,200.227
All Items,CUURA316SA0,September-2010,201.882
All Items,CUURA316SA0,November-2010,201.168
All Items,CUURA316SA0,January-2011,203.199
All Items,CUURA316SA0,March-2011,206.967
All Items,CUURA316SA0,May-2011,208.794
All Items,CUURA316SA0,July-2011,208.602
All Items,CUURA316SA0,September-2011,209.255
All Items,CUURA316SA0,November-2011,209.283
All Items,CUURA316SA0,January-2012,209.203
All Items,CUURA316SA0,March-2012,212.618
All Items,CUURA316SA0,May-2012,212.226
All Items,CUURA316SA0,July-2012,211.267
All Items,CUURA316SA0,September-2012,214.033
All Items,CUURA316SA0,November-2012,212.901
All Items,CUURA316SA0,January-2013,213.696
All Items,CUURA316SA0,March-2013,216.465
All Items,CUURA316SA0,May-2013,215.670
All Items,CUURA316SA0,July-2013,216.979
All Items,CUURA316SA0,September-2013,217.068
All Items,CUURA316SA0,November-2013,215.450
All Items,CUURA316SA0,January-2014,216.291
All Items,CUURA316SA0,March-2014,218.715
All Items,CUURA316SA0,May-2014,219.590
All Items,CUURA316SA0,July-2014,219.543
All Items,CUURA316SA0,September-2014,219.380
All Items,CUURA316SA0,November-2014,217.188
All Items,CUURA316SA0,January-2015,214.899
All Items,CUURA316SA0,March-2015,217.487
Apparel,CUURA316SAA,February-1982,98.6
Apparel,CUURA316SAA,April-1982,97.6
Apparel,CUURA316SAA,June-1982,97.6
Apparel,CUURA316SAA,August-1982,96.2
Apparel,CUURA316SAA,October-1982,96.6
Apparel,CUURA316SAA,December-1982,96.8
Apparel,CUURA316SAA,February-1983,98.4
Apparel,CUURA316SAA,April-1983,101.1
Apparel,CUURA316SAA,June-1983,98.6
Apparel,CUURA316SAA,August-1983,99.9
Apparel,CUURA316SAA,October-1983,100.7
Apparel,CUURA316SAA,December-1983,100.1
Apparel,CUURA316SAA,February-1984,103.3
Apparel,CUURA316SAA,April-1984,102.8
Apparel,CUURA316SAA,June-1984,99.6
Apparel,CUURA316SAA,August-1984,101.0
Apparel,CUURA316SAA,October-1984,107.0
Apparel,CUURA316SAA,December-1984,106.8
Apparel,CUURA316SAA,February-1985,106.2
Apparel,CUURA316SAA,April-1985,105.8
Apparel,CUURA316SAA,June-1985,106.4
Apparel,CUURA316SAA,August-1985,108.7
Apparel,CUURA316SAA,October-1985,110.8
Apparel,CUURA316SAA,December-1985,108.5
Apparel,CUURA316SAA,February-1986,107.0
Apparel,CUURA316SAA,April-1986,106.2
Apparel,CUURA316SAA,June-1986,106.6
Apparel,CUURA316SAA,August-1986,109.2
Apparel,CUURA316SAA,October-1986,109.7
Apparel,CUURA316SAA,December-1986,106.5
Apparel,CUURA316SAA,February-1987,108.2
Apparel,CUURA316SAA,April-1987,117.5
Apparel,CUURA316SAA,June-1987,114.9
Apparel,CUURA316SAA,August-1987,113.9
Apparel,CUURA316SAA,October-1987,118.5
Apparel,CUURA316SAA,December-1987,116.5
Apparel,CUURA316SAA,February-1988,117.4
Apparel,CUURA316SAA,April-1988,125.1
Apparel,CUURA316SAA,June-1988,120.0
Apparel,CUURA316SAA,August-1988,123.0
Apparel,CUURA316SAA,October-1988,128.8
Apparel,CUURA316SAA,December-1988,126.7
Apparel,CUURA316SAA,February-1989,118.4
Apparel,CUURA316SAA,April-1989,130.0
Apparel,CUURA316SAA,June-1989,122.8
Apparel,CUURA316SAA,August-1989,124.6
Apparel,CUURA316SAA,October-1989,126.1
Apparel,CUURA316SAA,December-1989,124.9
Apparel,CUURA316SAA,February-1990,133.6
Apparel,CUURA316SAA,April-1990,136.1
Apparel,CUURA316SAA,June-1990,133.0
Apparel,CUURA316SAA,August-1990,137.7
Apparel,CUURA316SAA,October-1990,146.2
Apparel,CUURA316SAA,December-1990,142.7
Apparel,CUURA316SAA,February-1991,149.8
Apparel,CUURA316SAA,April-1991,154.1
Apparel,CUURA316SAA,June-1991,146.9
Apparel,CUURA316SAA,August-1991,150.6
Apparel,CUURA316SAA,October-1991,166.3
Apparel,CUURA316SAA,December-1991,142.8
Apparel,CUURA316SAA,February-1992,157.5
Apparel,CUURA316SAA,April-1992,152.4
Apparel,CUURA316SAA,June-1992,147.6
Apparel,CUURA316SAA,August-1992,144.5
Apparel,CUURA316SAA,October-1992,157.9
Apparel,CUURA316SAA,December-1992,149.9
Apparel,CUURA316SAA,February-1993,144.3
Apparel,CUURA316SAA,April-1993,161.5
Apparel,CUURA316SAA,June-1993,142.8
Apparel,CUURA316SAA,August-1993,139.7
Apparel,CUURA316SAA,October-1993,153.9
Apparel,CUURA316SAA,December-1993,143.3
Apparel,CUURA316SAA,February-1994,148.0
Apparel,CUURA316SAA,April-1994,147.6
Apparel,CUURA316SAA,June-1994,151.2
Apparel,CUURA316SAA,August-1994,147.8
Apparel,CUURA316SAA,October-1994,149.3
Apparel,CUURA316SAA,December-1994,146.2
Apparel,CUURA316SAA,February-1995,145.6
Apparel,CUURA316SAA,April-1995,154.6
Apparel,CUURA316SAA,June-1995,147.8
Apparel,CUURA316SAA,August-1995,145.0
Apparel,CUURA316SAA,October-1995,149.5
Apparel,CUURA316SAA,December-1995,143.7
Apparel,CUURA316SAA,February-1996,141.8
Apparel,CUURA316SAA,April-1996,149.4
Apparel,CUURA316SAA,June-1996,141.4
Apparel,CUURA316SAA,August-1996,140.5
Apparel,CUURA316SAA,October-1996,139.7
Apparel,CUURA316SAA,December-1996,136.9
Apparel,CUURA316SAA,February-1997,135.9
Apparel,CUURA316SAA,April-1997,139.8
Apparel,CUURA316SAA,June-1997,137.3
Apparel,CUURA316SAA,August-1997,135.4
Apparel,CUURA316SAA,October-1997,138.4
Apparel,CUURA316SAA,December-1997,136.5
Apparel,CUURA316SAA,January-1998,130.2
Apparel,CUURA316SAA,March-1998,146.9
Apparel,CUURA316SAA,May-1998,144.7
Apparel,CUURA316SAA,July-1998,135.2
Apparel,CUURA316SAA,September-1998,131.1
Apparel,CUURA316SAA,November-1998,130.6
Apparel,CUURA316SAA,January-1999,133.6
Apparel,CUURA316SAA,March-1999,148.9
Apparel,CUURA316SAA,May-1999,144.9
Apparel,CUURA316SAA,July-1999,134.5
Apparel,CUURA316SAA,September-1999,144.1
Apparel,CUURA316SAA,November-1999,140.0
Apparel,CUURA316SAA,January-2000,128.6
Apparel,CUURA316SAA,March-2000,146.4
Apparel,CUURA316SAA,May-2000,139.6
Apparel,CUURA316SAA,July-2000,133.2
Apparel,CUURA316SAA,September-2000,135.4
Apparel,CUURA316SAA,November-2000,138.0
Apparel,CUURA316SAA,January-2001,145.2
Apparel,CUURA316SAA,March-2001,156.1
Apparel,CUURA316SAA,May-2001,140.3
Apparel,CUURA316SAA,July-2001,134.7
Apparel,CUURA316SAA,September-2001,144.8
Apparel,CUURA316SAA,November-2001,143.4
Apparel,CUURA316SAA,January-2002,131.3
Apparel,CUURA316SAA,March-2002,139.9
Apparel,CUURA316SAA,May-2002,142.1
Apparel,CUURA316SAA,July-2002,132.1
Apparel,CUURA316SAA,September-2002,140.7
Apparel,CUURA316SAA,November-2002,133.0
Apparel,CUURA316SAA,January-2003,125.4
Apparel,CUURA316SAA,March-2003,137.7
Apparel,CUURA316SAA,May-2003,146.6
Apparel,CUURA316SAA,July-2003,126.4
Apparel,CUURA316SAA,September-2003,126.9
Apparel,CUURA316SAA,November-2003,122.3
Apparel,CUURA316SAA,January-2004,116.2
Apparel,CUURA316SAA,March-2004,138.3
Apparel,CUURA316SAA,May-2004,132.0
Apparel,CUURA316SAA,July-2004,123.2
Apparel,CUURA316SAA,September-2004,129.4
Apparel,CUURA316SAA,November-2004,126.7
Apparel,CUURA316SAA,January-2005,117.4
Apparel,CUURA316SAA,March-2005,133.7
Apparel,CUURA316SAA,May-2005,128.3
Apparel,CUURA316SAA,July-2005,108.3
Apparel,CUURA316SAA,September-2005,129.8
Apparel,CUURA316SAA,November-2005,125.3
Apparel,CUURA316SAA,January-2006,119.5
Apparel,CUURA316SAA,March-2006,129.6
Apparel,CUURA316SAA,May-2006,131.5
Apparel,CUURA316SAA,July-2006,125.6
Apparel,CUURA316SAA,September-2006,148.2
Apparel,CUURA316SAA,November-2006,133.0
Apparel,CUURA316SAA,January-2007,123.086
Apparel,CUURA316SAA,March-2007,121.419
Apparel,CUURA316SAA,May-2007,125.053
Apparel,CUURA316SAA,July-2007,120.337
Apparel,CUURA316SAA,September-2007,132.019
Apparel,CUURA316SAA,November-2007,138.739
Apparel,CUURA316SAA,January-2008,130.424
Apparel,CUURA316SAA,March-2008,126.160
Apparel,CUURA316SAA,May-2008,126.359
Apparel,CUURA316SAA,July-2008,125.293
Apparel,CUURA316SAA,September-2008,130.484
Apparel,CUURA316SAA,November-2008,122.279
Apparel,CUURA316SAA,January-2009,123.164
Apparel,CUURA316SAA,March-2009,131.734
Apparel,CUURA316SAA,May-2009,120.200
Apparel,CUURA316SAA,July-2009,114.621
Apparel,CUURA316SAA,September-2009,132.741
Apparel,CUURA316SAA,November-2009,129.569
Apparel,CUURA316SAA,January-2010,122.873
Apparel,CUURA316SAA,March-2010,124.152
Apparel,CUURA316SAA,May-2010,114.749
Apparel,CUURA316SAA,July-2010,111.583
Apparel,CUURA316SAA,September-2010,118.943
Apparel,CUURA316SAA,November-2010,119.223
Apparel,CUURA316SAA,January-2011,114.456
Apparel,CUURA316SAA,March-2011,120.351
Apparel,CUURA316SAA,May-2011,116.784
Apparel,CUURA316SAA,July-2011,112.189
Apparel,CUURA316SAA,September-2011,120.681
Apparel,CUURA316SAA,November-2011,126.328
Apparel,CUURA316SAA,January-2012,119.391
Apparel,CUURA316SAA,March-2012,122.326
Apparel,CUURA316SAA,May-2012,121.117
Apparel,CUURA316SAA,July-2012,109.112
Apparel,CUURA316SAA,September-2012,119.727
Apparel,CUURA316SAA,November-2012,115.749
Apparel,CUURA316SAA,January-2013,108.144
Apparel,CUURA316SAA,March-2013,118.715
Apparel,CUURA316SAA,May-2013,113.729
Apparel,CUURA316SAA,July-2013,115.845
Apparel,CUURA316SAA,September-2013,118.132
Apparel,CUURA316SAA,November-2013,118.052
Apparel,CUURA316SAA,January-2014,114.249
Apparel,CUURA316SAA,March-2014,120.157
Apparel,CUURA316SAA,May-2014,114.374
Apparel,CUURA316SAA,July-2014,109.699
Apparel,CUURA316SAA,September-2014,117.562
Apparel,CUURA316SAA,November-2014,112.281
Apparel,CUURA316SAA,January-2015,107.610
Apparel,CUURA316SAA,March-2015,119.623
Education & Com.,CUURA316SAE,December-1997,100.0
Education & Com.,CUURA316SAE,January-1998,98.9
Education & Com.,CUURA316SAE,March-1998,99.1
Education & Com.,CUURA316SAE,May-1998,99.0
Education & Com.,CUURA316SAE,July-1998,99.3
Education & Com.,CUURA316SAE,September-1998,101.2
Education & Com.,CUURA316SAE,November-1998,101.7
Education & Com.,CUURA316SAE,January-1999,101.8
Education & Com.,CUURA316SAE,March-1999,102.1
Education & Com.,CUURA316SAE,May-1999,103.0
Education & Com.,CUURA316SAE,July-1999,104.0
Education & Com.,CUURA316SAE,September-1999,106.0
Education & Com.,CUURA316SAE,November-1999,105.9
Education & Com.,CUURA316SAE,January-2000,107.1
Education & Com.,CUURA316SAE,March-2000,106.2
Education & Com.,CUURA316SAE,May-2000,105.8
Education & Com.,CUURA316SAE,July-2000,107.4
Education & Com.,CUURA316SAE,September-2000,108.0
Education & Com.,CUURA316SAE,November-2000,108.9
Education & Com.,CUURA316SAE,January-2001,108.9
Education & Com.,CUURA316SAE,March-2001,109.6
Education & Com.,CUURA316SAE,May-2001,109.4
Education & Com.,CUURA316SAE,July-2001,109.5
Education & Com.,CUURA316SAE,September-2001,113.3
Education & Com.,CUURA316SAE,November-2001,113.6
Education & Com.,CUURA316SAE,January-2002,114.4
Education & Com.,CUURA316SAE,March-2002,115.1
Education & Com.,CUURA316SAE,May-2002,115.4
Education & Com.,CUURA316SAE,July-2002,115.9
Education & Com.,CUURA316SAE,September-2002,117.4
Education & Com.,CUURA316SAE,November-2002,115.8
Education & Com.,CUURA316SAE,January-2003,119.2
Education & Com.,CUURA316SAE,March-2003,119.0
Education & Com.,CUURA316SAE,May-2003,118.4
Education & Com.,CUURA316SAE,July-2003,118.3
Education & Com.,CUURA316SAE,September-2003,120.3
Education & Com.,CUURA316SAE,November-2003,120.4
Education & Com.,CUURA316SAE,January-2004,120.1
Education & Com.,CUURA316SAE,March-2004,120.5
Education & Com.,CUURA316SAE,May-2004,120.2
Education & Com.,CUURA316SAE,July-2004,120.3
Education & Com.,CUURA316SAE,September-2004,120.4
Education & Com.,CUURA316SAE,November-2004,121.2
Education & Com.,CUURA316SAE,January-2005,120.9
Education & Com.,CUURA316SAE,March-2005,121.7
Education & Com.,CUURA316SAE,May-2005,121.8
Education & Com.,CUURA316SAE,July-2005,121.6
Education & Com.,CUURA316SAE,September-2005,123.5
Education & Com.,CUURA316SAE,November-2005,123.0
Education & Com.,CUURA316SAE,January-2006,122.8
Education & Com.,CUURA316SAE,March-2006,122.7
Education & Com.,CUURA316SAE,May-2006,123.1
Education & Com.,CUURA316SAE,July-2006,122.5
Education & Com.,CUURA316SAE,September-2006,124.4
Education & Com.,CUURA316SAE,November-2006,125.4
Education & Com.,CUURA316SAE,January-2007,125.287
Education & Com.,CUURA316SAE,March-2007,125.011
Education & Com.,CUURA316SAE,May-2007,125.170
Education & Com.,CUURA316SAE,July-2007,125.979
Education & Com.,CUURA316SAE,September-2007,129.805
Education & Com.,CUURA316SAE,November-2007,129.105
Education & Com.,CUURA316SAE,January-2008,129.969
Education & Com.,CUURA316SAE,March-2008,130.990
Education & Com.,CUURA316SAE,May-2008,130.780
Education & Com.,CUURA316SAE,July-2008,131.212
Education & Com.,CUURA316SAE,September-2008,133.844
Education & Com.,CUURA316SAE,November-2008,133.578
Education & Com.,CUURA316SAE,January-2009,133.372
Education & Com.,CUURA316SAE,March-2009,133.247
Education & Com.,CUURA316SAE,May-2009,133.822
Education & Com.,CUURA316SAE,July-2009,133.757
Education & Com.,CUURA316SAE,September-2009,136.698
Education & Com.,CUURA316SAE,November-2009,136.964
Education & Com.,CUURA316SAE,January-2010,136.631
Education & Com.,CUURA316SAE,March-2010,136.497
Education & Com.,CUURA316SAE,May-2010,136.369
Education & Com.,CUURA316SAE,July-2010,137.100
Education & Com.,CUURA316SAE,September-2010,138.368
Education & Com.,CUURA316SAE,November-2010,137.698
Education & Com.,CUURA316SAE,January-2011,137.575
Education & Com.,CUURA316SAE,March-2011,137.305
Education & Com.,CUURA316SAE,May-2011,136.378
Education & Com.,CUURA316SAE,July-2011,137.471
Education & Com.,CUURA316SAE,September-2011,138.289
Education & Com.,CUURA316SAE,November-2011,138.135
Education & Com.,CUURA316SAE,January-2012,138.738
Education & Com.,CUURA316SAE,March-2012,138.202
Education & Com.,CUURA316SAE,May-2012,138.126
Education & Com.,CUURA316SAE,July-2012,138.482
Education & Com.,CUURA316SAE,September-2012,138.851
Education & Com.,CUURA316SAE,November-2012,139.710
Education & Com.,CUURA316SAE,January-2013,140.751
Education & Com.,CUURA316SAE,March-2013,141.409
Education & Com.,CUURA316SAE,May-2013,141.226
Education & Com.,CUURA316SAE,July-2013,138.898
Education & Com.,CUURA316SAE,September-2013,139.943
Education & Com.,CUURA316SAE,November-2013,140.163
Education & Com.,CUURA316SAE,January-2014,140.781
Education & Com.,CUURA316SAE,March-2014,140.716
Education & Com.,CUURA316SAE,May-2014,138.863
Education & Com.,CUURA316SAE,July-2014,139.247
Education & Com.,CUURA316SAE,September-2014,140.132
Education & Com.,CUURA316SAE,November-2014,137.720
Education & Com.,CUURA316SAE,January-2015,137.420
Education & Com.,CUURA316SAE,March-2015,137.094
Food & Bev.,CUURA316SAF,February-1982,94.6
Food & Bev.,CUURA316SAF,April-1982,95.3
Food & Bev.,CUURA316SAF,June-1982,96.4
Food & Bev.,CUURA316SAF,August-1982,96.7
Food & Bev.,CUURA316SAF,October-1982,96.9
Food & Bev.,CUURA316SAF,December-1982,97.7
Food & Bev.,CUURA316SAF,February-1983,98.3
Food & Bev.,CUURA316SAF,April-1983,99.3
Food & Bev.,CUURA316SAF,June-1983,99.4
Food & Bev.,CUURA316SAF,August-1983,99.7
Food & Bev.,CUURA316SAF,October-1983,100.9
Food & Bev.,CUURA316SAF,December-1983,100.9
Food & Bev.,CUURA316SAF,February-1984,103.5
Food & Bev.,CUURA316SAF,April-1984,104.2
Food & Bev.,CUURA316SAF,June-1984,104.1
Food & Bev.,CUURA316SAF,August-1984,105.0
Food & Bev.,CUURA316SAF,October-1984,104.7
Food & Bev.,CUURA316SAF,December-1984,105.4
Food & Bev.,CUURA316SAF,February-1985,106.3
Food & Bev.,CUURA316SAF,April-1985,107.0
Food & Bev.,CUURA316SAF,June-1985,107.5
Food & Bev.,CUURA316SAF,August-1985,106.9
Food & Bev.,CUURA316SAF,October-1985,107.0
Food & Bev.,CUURA316SAF,December-1985,109.0
Food & Bev.,CUURA316SAF,February-1986,110.0
Food & Bev.,CUURA316SAF,April-1986,110.1
Food & Bev.,CUURA316SAF,June-1986,110.6
Food & Bev.,CUURA316SAF,August-1986,111.9
Food & Bev.,CUURA316SAF,October-1986,112.6
Food & Bev.,CUURA316SAF,December-1986,112.8
Food & Bev.,CUURA316SAF,February-1987,115.6
Food & Bev.,CUURA316SAF,April-1987,114.5
Food & Bev.,CUURA316SAF,June-1987,116.2
Food & Bev.,CUURA316SAF,August-1987,116.1
Food & Bev.,CUURA316SAF,October-1987,117.3
Food & Bev.,CUURA316SAF,December-1987,116.9
Food & Bev.,CUURA316SAF,February-1988,117.5
Food & Bev.,CUURA316SAF,April-1988,118.3
Food & Bev.,CUURA316SAF,June-1988,119.9
Food & Bev.,CUURA316SAF,August-1988,120.8
Food & Bev.,CUURA316SAF,October-1988,122.4
Food & Bev.,CUURA316SAF,December-1988,123.1
Food & Bev.,CUURA316SAF,February-1989,124.4
Food & Bev.,CUURA316SAF,April-1989,124.8
Food & Bev.,CUURA316SAF,June-1989,124.9
